nome_aluno,sexo_aluno,idade_aluno,escola_aluno,escolaridade_aluno,curso,professor,data_matricula,concluiu_curso,respostas_corretas,avaliacao_curso
Daniel Santos Santos,Masculino,17,Ceep Paulo Ferraz,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,25/02/2024,False,73,2
Ana Almeida Almeida,Feminino,20,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,18/07/2024,True,75,5
Rafael Carvalho Silva,Masculino,21,U E de Ensino Médio Vila Maria,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,18/06/2023,True,99,5
Letícia Pereira Santos,Feminino,17,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,02/10/2024,True,87,2
Daniel Gomes Oliveira,Masculino,16,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,30/01/2023,True,100,5
Patrícia Gomes Rodrigues,Feminino,19,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,04/10/2024,True,90,5
Patrícia Rodrigues Pereira,Feminino,18,U E de Ensino Médio Vila Maria,Ensino Médio Completo,IA Generativa de Videos,Fábio Andrade,26/03/2024,True,84,3
Fernando Costa Costa,Masculino,18,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,29/07/2024,True,77,4
Beatriz Souza Oliveira,Feminino,15,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,22/09/2024,True,100,5
Fernando Gomes Costa,Masculino,16,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,23/04/2024,True,79,4
Rafael Carvalho Almeida,Masculino,16,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,21/02/2023,True,89,5
Camila Carvalho Silva,Feminino,21,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,28/09/2023,False,97,4
Rafael Silva Gomes,Masculino,19,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,23/10/2023,True,86,4
Isabela Gomes Santos,Feminino,16,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Lógica de programação com Python,Carlos Cunha,14/12/2023,True,81,5
Daniel Carvalho Rodrigues,Masculino,19,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Engenharia de Prompts para IA Generativa,Fábio Andrade,21/05/2023,False,60,4
Daniel Carvalho Oliveira,Masculino,17,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,07/02/2024,False,94,5
Letícia Carvalho Carvalho,Feminino,18,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,18/01/2023,True,91,2
Isabela Pereira Silva,Feminino,19,Ceep Paulo Ferraz,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,08/01/2025,True,85,3
Juliana Souza Silva,Feminino,19,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,20/01/2023,True,83,3
Rafael Carvalho Gomes,Masculino,18,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,IA Generativa de Videos,Fábio Andrade,15/06/2024,True,80,5
Letícia Rodrigues Costa,Feminino,16,Ceep Paulo Ferraz,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,29/12/2023,True,97,5
Isabela Almeida Souza,Feminino,16,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,01/11/2023,False,90,3
Amanda Almeida Costa,Feminino,19,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,05/05/2023,True,87,4
Amanda Oliveira Pereira,Feminino,15,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,28/03/2024,True,93,4
Antônio Pereira Carvalho,Masculino,20,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,22/09/2024,False,30,3
Carlos Silva Santos,Masculino,18,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,IA Generativa de Imagens,Fábio Andrade,28/11/2024,False,0,5
Rafael Almeida Almeida,Masculino,20,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Lógica de programação com Python,Carlos Cunha,20/10/2023,True,99,5
Antônio Silva Oliveira,Masculino,18,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,22/05/2024,True,93,5
Maria Silva Pereira,Feminino,19,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,19/10/2023,True,90,4
Juliana Carvalho Almeida,Feminino,17,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,16/06/2023,False,82,3
João Costa Pereira,Masculino,19,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,IA Generativa de Videos,Fábio Andrade,17/09/2024,False,51,5
Ana Rodrigues Santos,Feminino,16,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Lógica de programação com Python,Carlos Cunha,12/09/2023,True,82,3
Amanda Pereira Gomes,Feminino,20,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,31/10/2024,True,77,2
Marcos Pereira Oliveira,Masculino,18,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,IA Generativa de Imagens,Fábio Andrade,16/10/2024,False,37,4
Carlos Oliveira Almeida,Masculino,16,Ceep Paulo Ferraz,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,19/12/2024,True,85,5
Carlos Gomes Santos,Masculino,19,Ceep Paulo Ferraz,Ensino Médio Incompleto,IA Generativa de Imagens,Fábio Andrade,31/07/2024,True,96,4
Daniel Carvalho Oliveira,Masculino,16,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,IA Generativa de Imagens,Fábio Andrade,27/11/2024,True,88,4
Maria Almeida Oliveira,Feminino,19,Ceep Paulo Ferraz,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,26/07/2024,True,95,4
Rafael Pereira Silva,Masculino,20,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Engenharia de Prompts para IA Generativa,Fábio Andrade,09/03/2024,True,72,4
Pedro Almeida Silva,Masculino,17,Ceep Paulo Ferraz,Ensino Médio Completo,IA Generativa de Videos,Fábio Andrade,18/10/2024,False,82,5
Fernanda Almeida Rodrigues,Feminino,18,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,02/05/2023,True,87,4
Carlos Silva Silva,Masculino,17,Ceep Paulo Ferraz,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,24/01/2024,False,31,4
Gabriel Souza Santos,Masculino,15,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,04/09/2023,True,73,4
Isabela Silva Souza,Feminino,20,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,28/08/2023,True,94,5
Lucas Carvalho Pereira,Masculino,16,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,Lógica de programação com Python,Carlos Cunha,31/08/2023,True,74,5
Rafael Pereira Pereira,Masculino,15,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,23/07/2024,True,81,5
Letícia Costa Rodrigues,Feminino,18,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,08/07/2023,False,60,3
Gabriel Oliveira Almeida,Masculino,15,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,24/07/2024,True,82,3
Fernando Santos Almeida,Masculino,21,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,11/01/2025,False,6,3
Pedro Souza Gomes,Masculino,20,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,02/08/2023,False,42,4
Carlos Souza Santos,Masculino,20,Ceep Paulo Ferraz,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,11/02/2024,False,70,4
Fernanda Almeida Carvalho,Feminino,20,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,04/01/2024,True,85,4
Amanda Souza Costa,Feminino,17,Ceep Paulo Ferraz,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,29/01/2025,True,78,4
Camila Oliveira Souza,Feminino,17,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,26/05/2024,True,100,5
Beatriz Almeida Almeida,Feminino,16,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,24/05/2023,False,62,3
Antônio Silva Santos,Masculino,21,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Engenharia de Prompts para IA Generativa,Fábio Andrade,27/02/2024,True,90,3
João Souza Carvalho,Masculino,18,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,06/11/2024,True,70,4
Maria Silva Carvalho,Feminino,20,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,29/05/2024,False,86,4
Pedro Santos Carvalho,Masculino,16,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,16/09/2023,False,34,5
Fernando Rodrigues Almeida,Masculino,19,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,01/12/2024,False,10,5
Pedro Rodrigues Rodrigues,Masculino,18,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,14/10/2024,True,75,2
Amanda Gomes Santos,Feminino,19,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,09/12/2024,False,60,3
Gabriel Carvalho Gomes,Masculino,20,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,17/01/2023,False,75,2
Ana Pereira Oliveira,Feminino,19,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,06/12/2023,True,93,2
Antônio Costa Silva,Masculino,15,Ceep Paulo Ferraz,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,15/12/2023,True,89,5
Amanda Silva Pereira,Feminino,21,Ceep Paulo Ferraz,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,31/12/2023,True,82,4
Ana Gomes Pereira,Feminino,21,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,02/10/2023,True,92,5
Rafael Costa Costa,Masculino,15,U E de Ensino Médio Vila Maria,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,31/03/2024,True,78,2
Lucas Rodrigues Almeida,Masculino,19,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,IA Generativa de Imagens,Fábio Andrade,27/01/2023,True,87,2
Fernanda Silva Pereira,Feminino,18,Ceep Paulo Ferraz,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,06/09/2023,True,75,5
Lucas Pereira Pereira,Masculino,17,Ceep Paulo Ferraz,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,21/06/2023,True,83,3
Fernando Pereira Souza,Masculino,20,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,13/04/2024,True,79,1
Amanda Gomes Rodrigues,Feminino,21,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Lógica de programação com Python,Carlos Cunha,16/03/2024,False,83,5
Gabriel Costa Gomes,Masculino,20,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Lógica de programação com Python,Carlos Cunha,01/07/2023,False,40,3
Isabela Souza Costa,Feminino,18,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Lógica de programação com Python,Carlos Cunha,27/04/2023,False,25,4
Antônio Silva Almeida,Masculino,20,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,10/12/2024,True,97,5
Beatriz Oliveira Pereira,Feminino,16,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,22/01/2024,True,89,4
Letícia Carvalho Rodrigues,Feminino,19,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,31/08/2024,True,72,2
Fernando Oliveira Gomes,Masculino,15,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Lógica de programação com Python,Carlos Cunha,16/03/2024,True,73,3
Marcos Costa Rodrigues,Masculino,18,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,26/01/2023,True,79,4
Pedro Oliveira Costa,Masculino,17,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,17/06/2024,True,85,2
Amanda Santos Pereira,Feminino,15,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Engenharia de Prompts para IA Generativa,Fábio Andrade,18/12/2023,True,91,5
Antônio Oliveira Carvalho,Masculino,16,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,26/08/2023,False,80,3
Fernanda Silva Gomes,Feminino,16,Ceep Paulo Ferraz,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,05/01/2023,False,26,3
Daniel Santos Carvalho,Masculino,16,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,13/04/2024,True,91,5
Isabela Rodrigues Gomes,Feminino,18,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,27/12/2023,False,79,3
Isabela Gomes Santos,Feminino,20,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,IA Generativa de Imagens,Fábio Andrade,02/09/2023,True,75,4
Antônio Rodrigues Rodrigues,Masculino,19,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,10/07/2023,True,87,5
Antônio Oliveira Almeida,Masculino,17,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,06/04/2024,True,97,4
Marcos Oliveira Souza,Masculino,21,Ceep Paulo Ferraz,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,02/12/2024,True,92,5
Juliana Santos Gomes,Feminino,15,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,09/10/2023,True,79,3
Isabela Almeida Carvalho,Feminino,19,U E de Ensino Médio Vila Maria,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,10/07/2024,False,46,4
Marcos Carvalho Souza,Masculino,18,U E de Ensino Médio Vila Maria,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,03/02/2023,True,81,5
Marcos Santos Souza,Masculino,16,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,19/06/2023,True,95,3
João Gomes Costa,Masculino,19,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,21/12/2024,True,88,3
Lucas Rodrigues Silva,Masculino,17,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,IA Generativa de Videos,Fábio Andrade,13/09/2023,True,80,5
Beatriz Oliveira Gomes,Feminino,20,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,07/04/2024,True,95,5
Rafael Carvalho Pereira,Masculino,20,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,02/12/2023,True,97,5
Marcos Costa Santos,Masculino,21,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,15/03/2024,False,63,3
Amanda Carvalho Gomes,Feminino,16,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Lógica de programação com Python,Carlos Cunha,29/11/2024,False,5,2
Maria Santos Oliveira,Feminino,18,Ceep Paulo Ferraz,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,27/07/2023,False,16,5
Juliana Pereira Santos,Feminino,20,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,IA Generativa de Imagens,Fábio Andrade,16/01/2024,True,90,3
Camila Souza Rodrigues,Feminino,20,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Engenharia de Prompts para IA Generativa,Fábio Andrade,07/08/2023,True,74,4
Maria Silva Costa,Feminino,21,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,04/05/2024,True,82,2
Pedro Costa Costa,Masculino,17,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,18/10/2024,False,18,2
Daniel Oliveira Almeida,Masculino,17,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,IA Generativa de Videos,Fábio Andrade,26/02/2024,True,84,5
Pedro Oliveira Santos,Masculino,19,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,Lógica de programação com Python,Carlos Cunha,15/03/2024,True,74,3
Carlos Carvalho Gomes,Masculino,19,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,05/11/2024,False,26,4
Rafael Pereira Silva,Masculino,21,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,26/04/2023,True,90,4
Fernando Costa Oliveira,Masculino,18,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Lógica de programação com Python,Carlos Cunha,13/07/2024,True,94,4
João Gomes Santos,Masculino,15,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,Engenharia de Prompts para IA Generativa,Fábio Andrade,03/03/2023,False,50,4
Fernanda Rodrigues Santos,Feminino,20,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,27/03/2023,True,86,5
Antônio Costa Rodrigues,Masculino,19,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,16/12/2024,True,100,5
Carlos Santos Rodrigues,Masculino,15,Ceep Paulo Ferraz,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,13/11/2024,False,94,3
Lucas Silva Oliveira,Masculino,18,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,16/01/2024,True,94,5
João Costa Rodrigues,Masculino,17,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,30/12/2024,False,80,2
Letícia Costa Silva,Feminino,18,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,11/06/2023,True,73,5
